
fuzzy_threshold=100
did 	 dtitle 	 dauthor 	 dvenue 	 dyear 	 drowid
conf/vldb/Lesk94	experi access digit librari imag text use togeth	lesk	vldb	1994	192
nL5wl20jB-kJ	experi access digit librari imag text use togeth	lesk	"proceedings of the international conference on very large  &hellip;,"	1994	13723
journals/sigmod/StolfoLCFE01	data miningbas intrus detector overview columbia id project	stolfo lee chan fan eskin	sigmod record	2001	195
lvIPWxkN4YAJ	data miningbas intrus detector overview columbia id project	stolfo lee chan fan eskin	"sigmod record,"	2001	18711
conf/sigmod/WangJLY03	contain join size estim model method	wang jiang	sigmod conference	2003	200
EQsWWZdE45wJ	contain join size estim model method	wang jiang	"sigmod conference,"	2003	46951
conf/vldb/YanA94	integr structuredtext retriev system objectori databas system	yan annevelink	vldb	1994	203
8j5i7YJQnNAJ	integr structuredtext retriev system objectori databas system	yan annevelink	"vldb,"	1994	9764
journals/sigmod/Cardelli01	describ semistructur data	cardelli	sigmod record	2001	204
UYAoi4DYOXUJ	describ semistructur data	cardelli	"sigmod record,"	2001	8157
conf/vldb/Spaccapietra94	user interfac care	spaccapietra	vldb	1994	206
ZpVzTb1a7VoJ	user interfac care	spaccapietra	"proceedings of the international conference on very large  &hellip;,"	1994	17665
journals/sigmod/LeeF01	mine system audit data opportun challeng	lee fan	sigmod record	2001	209
oUisL_YUScYJ	mine system audit data opportun challeng	lee fan	"sigmod record,"	2001	35952
conf/sigmod/FaginKS03	effici similar search classif via rank aggreg	fagin kumar sivakumar	sigmod conference	2003	210
tQZWeE_nsa0J	effici similar search classif via rank aggreg	fagin kumar sivakumar	"sigmod conference,"	2003	33685
journals/sigmod/SayginVC01	use unknown prevent discoveri associ rule	saygin verykios clifton	sigmod record	2001	211
Tp9iVMsAzocJ	use unknown prevent discoveri associ rule	saygin verykios clifton	"acm sigmod record,"	2001	39923
conf/sigmod/ChaudhuriGS03	factor complex predic queri exploit index	chaudhuri ganesan sarawagi	sigmod conference	2003	213
OFGtGwUHhUQJ	factor complex predic queri exploit index	chaudhuri ganesan sarawagi	"sigmod conference,"	2003	11069
journals/sigmod/VelACM01	mine email content author identif forens	vel anderson corney mohay	sigmod record	2001	214
LseDURw3BXMJ	mine emau content author identif forens	vel anderson corney mohay	"sigmod record,"	2001	61495
conf/sigmod/BabcockBDM03	chain  oper schedul memori minim data stream system	babcock babu datar motwani	sigmod conference	2003	220
a2wqpKma5J4J	chain  oper schedul memori minim data stream system	babcock babu datar motwani	"sigmod conference,"	2003	1120
conf/sigmod/BenediktCFFR03	captur type constraint data integr	benedikt chan fan freire rastogi	sigmod conference	2003	222
T5ZdpquqfJ0J	captur type constraint data integr	benedikt chan fan freire rastogi	"sigmod conference,"	2003	27356
journals/sigmod/TianDCZ02	design perform evalu altern xml storag strategi	tian dewitt chen zhang	sigmod record	2002	226
JceK-ywXk8UJ	design perform evalu altern xml storag strategi	tian dewitt chen zhang	"sigmod record,"	2002	36892
conf/vldb/ChaudhuriS94	includ groupbi queri optim	chaudhuri shim	vldb	1994	228
bd-Lu1jeg-AJ	includ groupbi queri optim	chaudhari shim		1994	58946
conf/vldb/MatthesS94	persist thread	matthes schmidt	vldb	1994	229
KRLEL-N4Ce8J	persist thread	matthes schmidt	"proceedings of the international conference on very large  &hellip;,"	1994	18637
journals/sigmod/SommerGB02	ntier hub technolog	sommer gulledge bailey	sigmod record	2002	230
8l5_eKZcCh8J	ntier hub technolog	sommer gulledge bailey	"sigmod record,"	2002	810
journals/sigmod/Cingil02	support global user profil trust author	cingil	sigmod record	2002	231
2K6rhX16hXwJ	support global user profil trust author	cingil	"sigmod record,"	2002	14374
conf/vldb/DavisonG94	memorycontent respons hash join	davison graefe	vldb	1994	232
fN8wW3Y4FJkJ	memorycontent respons hash join	davison graefe	"proceedings of the international conference on very large  &hellip;,"	1994	9033
conf/vldb/GaasterlandL94	qualifi answer reflect user need prefer	gaasterland lobo	vldb	1994	235
oIFrkS2rPrcJ	qualifi answer reflect user need prefer	gaasterland lobo	"vldb,"	1994	54260
journals/sigmod/Bussler02	role b2b engin b2b integr architectur	bussler	sigmod record	2002	238
Phcd3C1cfLcJ	role b2b engin b2b integr architectur	bussler	"sigmod record,"	2002	52792
journals/sigmod/BallMRZ02	suppli chain infrastructur system integr inform share	ball raschid zhao	sigmod record	2002	239
Mfc9xsb7BuQJ	suppli chain infrastructur system integr inform share	ball raschid zhao	"sigmod record,"	2002	63576
conf/vldb/ChawatheCY94	index select scheme nest object hierarchi	chawathe chen	vldb	1994	240
VPwP1w9wvhEJ	index select scheme nest object hierarchi	chawathe chen	"proceedings of the international conference on very large  &hellip;,"	1994	45051
conf/vldb/SistlaYH94	reason spatial relationship pictur retriev system	sistla haddad	vldb	1994	242
FT4Sfn-Z7GUJ	reason spatial relationship pictur retriev system	sistla haddad	"vldb,"	1994	4516
conf/vldb/LuOT94	spatial partit tempor join	ooi tan	vldb	1994	244
ZFXYXT4yEcAJ	spatial partit tempor join	ooi tan	"proceedings of the international conference on very large  &hellip;,"	1994	38211
conf/vldb/HjelsvoldM94	model queri video data	hjelsvold midtstraum	vldb	1994	245
eyNcyx9rcFwJ	model queri video data	hjelsvold midtstraum	"vldb,"	1994	23484
journals/sigmod/Stonebraker02	much middlewar	stonebraker	sigmod record	2002	246
0HMk-YUh4i8J	much middlewar	stonebraker	"sigmod record,"	2002	26
journals/sigmod/Suciu02	xml typecheck problem	suciu	sigmod record	2002	248
Ikk1rb4o66UJ	xml typecheck problem	suciu	"sigmod record,"	2002	13104
conf/vldb/NgY94	maxim buffer disk util news ondemand	yang	vldb	1994	250
1O-Uy922LQUJ	maxim buffer disk util news ondemand	yang	"proceedings of the international conference on very large  &hellip;,"	1994	51927
conf/vldb/XieH94	join index hierarchi support effici navig objectori databas	xie han	vldb	1994	253
7P8_zVPEW64J	join index hierarchi support effici navig objectori databas	xie han	"vldb,"	1994	28454
journals/sigmod/Snodgrass02	like work academia	snodgrass	sigmod record	2002	256
_qopgNiYmXQJ	like work academia	snodgrass	"sigmod record,"	2002	22558
journals/sigmod/VassiliadisS99	survey logic model olap databas	vassiliadis sellis	sigmod record	1999	257
eGARASwVBrUJ	survey logic model olap databas	vassiliadis sellis	"sigmod record,"	1999	25081
journals/sigmod/JacobS99	fintim  financi time seri benchmark	jacob shasha	sigmod record	1999	259
3-iiSyJLwLkJ	fintim  financi time seri benchmark	jacob shasha	"sigmod record,"	1999	50528
journals/sigmod/KempsterST99	dilut acid	kempster stirling thanisch	sigmod record	1999	262
JfmkT9KvKWoJ	dilut acid	kempster stirling thanisch	"sigmod record,"	1999	2647
journals/sigmod/GatziuJSV99	design manag data warehous report dmdw99 workshop	gatziu jeusfeld staudt vassiliou	sigmod record	1999	264
HtqrJuo7GSsJ	design manag data warehous report dmdw99 workshop	gatziu jeusfeld staudt vassiliou	"sigmod record,"	1999	29992
conf/sigmod/WangPFY03	vist dynam index method queri xml data tree structur	wang park fan	sigmod conference	2003	265
jpNXw9L7pxgJ	vist dynam index method queri xml data tree structur	wang park fan	"sigmod conference,"	2003	31771
journals/sigmod/EisenbergM00	sql standard next step	eisenberg melton	sigmod record	2000	268
4mD1eFCHKKwJ	sql standard next step	eisenberg melton	"acm sigmod record,"	2000	24355
conf/sigmod/SchleimerWA03	winnow local algorithm document fingerprint	schleimer wilkerson aiken	sigmod conference	2003	272
nCRFjDfhOmcJ	winnow local algorithm document fingerprint	schleimer wilkerson aiken	"sigmod conference,"	2003	10767
conf/sigmod/Ullman03	improv effici databasesystem teach	ullman	sigmod conference	2003	281
TabFkjNTLMsJ	improv effici databasesystem teach	ullman	"sigmod conference,"	2003	38039
journals/sigmod/BonifatiC00	compar analysi five xml queri languag	bonifati ceri	sigmod record	2000	282
XCdMiXLp41IJ	compar analysi five xml queri languag	bonifati ceri	"sigmod record,"	2000	22936
journals/sigmod/LiefkeS00	extens compressor xml data	liefke suciu	sigmod record	2000	283
N0eowMtIAukJ	extens compressor xml data	liefke suciu	"sigmod record,"	2000	6852
journals/sigmod/Vassilakis00	optimis scheme coalescevalid time select oper sequenc	vassilakis	sigmod record	2000	285
nZO8ZA4eYzYJ	optimis scheme coalescevalid time select oper sequenc	vassilakis	"sigmod record,"	2000	12967
conf/sigmod/Mamoulis03	effici process join setvalu attribut	mamoulis	sigmod conference	2003	286
8-eaDTdtfY4J	effici process join setvalu attribut	mamoulis	"sigmod conference,"	2003	56525
journals/sigmod/PourabbasR00	hierarchi rel oper olap environ	pourabbas rafanelli	sigmod record	2000	287
3y6y5AXu-j0J	hierarchi rel oper olap environ	pourabbas rafanelli	"sigmod record,"	2000	62295
conf/sigmod/ChengKP03	evalu probabilist queri imprecis data	cheng kalashnikov prabhakar	sigmod conference	2003	289
kSt-Pqp2ilYJ	evalu probabilist queri imprecis data	cheng kalashnikov prabhakar	"sigmod conference,"	2003	53505
conf/sigmod/OlstonJW03	adapt filter continu queri distribut data stream	olston jiang widom	sigmod conference	2003	291
D1h_jOHVyA4J	adapt filter continu queri distribut data stream	olston jiang widom	"sigmod conference,"	2003	30276
journals/sigmod/Palpanas00	knowledg discoveri data warehous	palpanas	sigmod record	2000	293
MGG31wuhuUIJ	knowledg discoveri data warehous	palpanas	"sigmod record,"	2000	35073
conf/sigmod/BabcockCD03	dynam sampl select approxim queri process	babcock chaudhuri das	sigmod conference	2003	296
mbhZ3gSR3NMJ	dynam sampl select approxim queri process	babcock chaudhuri das	"sigmod conference,"	2003	56874
journals/sigmod/WestmannKHM00	implement perform compress databas	westmann kossmann helmer moerkotte	sigmod record	2000	298
9jyzas_rFd4J	implement perform compress databas	westmann kossmann helmer moerkotte	"sigmod record,"	2000	51865
journals/sigmod/VetterliVS00	metadata standard data wareh open inform model vs common warehous metamodel	vetterli vaduva staudt	sigmod record	2000	300
h7RBOvmQHhEJ	metadata standard data wareh open inform model vs common warehous metadata	vetterli vaduva staudt	"acm sigmod record,"	2000	26469
journals/sigmod/WuY00	report second intern workshop advanc issu ecommerc webbas inform system		n/a	2000	306
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D362096%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222	report second intern workshop advanc issu ecommerc webbas inform  		"sigmod record,"	2000	24409
journals/sigmod/ArpinarD00	provis market servic eco compliant electron market place	arpinar dogac	sigmod record	2000	307
YQQMvRraFBwJ	provis market servic eco compliant electron market place	arpinar dogac	"sigmod record,"	2000	2496
conf/sigmod/ReissK03	character sensit queri optim storag access cost paramet	reiss kanungo	sigmod conference	2003	309
L1m30vG-d5sJ	character sensit queri optim storag access cost paramet	reiss kanungo	"sigmod conference,"	2003	17059
conf/sigmod/PapadiasTFS03	optim progress algorithm skylin queri	papadias tao seeger	sigmod conference	2003	317
MkRJhOROQjsJ	optim progress algorithm skylin queri	papadias tao seeger	"sigmod conference,"	2003	5601
conf/sigmod/CuiOTS03	contort high dimension data effici main memori process	cui ooi tan	sigmod conference	2003	320
qx5oR09jmMwJ	contort high dimension data effici main memori knn process	cui ooi tan	"proceedings of the acm sigmod international conference on  &hellip;,"	2003	19975
journals/sigmod/LeeC00	compar analysi six xml schema languag	lee chu	sigmod record	2000	323
Knzz_bkGA00J	compar analysi six xml schema languag	lee chu	"acm sigmod record,"	2000	43006
journals/sigmod/Halevy00	theori answer queri use view	halevy	sigmod record	2000	337
czgyMu7SHcgJ	theori answer queri use view	halevy	"sigmod record,"	2000	53325
journals/sigmod/RashidS00	object databas evolut use separ concern	rashid sawyer	sigmod record	2000	339
e0GH54HirssJ	object databas evolut use separ concern	rashid sawyer	"sigmod record,"	2000	44136
conf/sigmod/ChaudhuriKN03	relat support xml publish beyond sort tag	chaudhuri kaushik naughton	sigmod conference	2003	341
ES6QyfgebIcJ	relat support xml publish beyond sort tag	chaudhuri kaushik naughton	"sigmod conference,"	2003	37781
journals/sigmod/Jhingran00	move food chain support ecommerc applic databas	jhingran	sigmod record	2000	342
lrGge6mTVckJ	move food chain support ecommerc applic databas	jhingran	"sigmod record,"	2000	16669
conf/sigmod/KimC03	qcluster relev feedback use adapt cluster contentbas imag retriev	kim chung	sigmod conference	2003	344
BWV2Oys1VXsJ	qcluster relev feedback use adapt cluster contentbas imag retriev	kim chung	"sigmod conference,"	2003	33084
conf/sigmod/GangulyGR03	process set express continu updat stream	ganguly garofalakis rastogi	sigmod conference	2003	353
Di-EjDZ_abYJ	process set express continu updat stream	ganguly garofalakis rastogi	"sigmod conference,"	2003	17022
conf/sigmod/ChaudhuriGGM03	robust effici fuzzi match onlin data clean	chaudhuri ganjam ganti motwani	sigmod conference	2003	356
H5IdN0_MQw4J	robust effici fuzzi match onlin data clean	chaudhuri ganjam ganti motwani	"sigmod conference,"	2003	37106
conf/sigmod/KementsietsidisAM03	map data peertop system semant algorithm issu	kementsietsidis arenas miller	sigmod conference	2003	357
vO7aBWspoyMJ	data map p2p system semant algorithm issu	kementsietsidis arenas miller		2003	3194
conf/sigmod/KementsietsidisAM03	map data peertop system semant algorithm issu	kementsietsidis arenas miller	sigmod conference	2003	357
uCU2G94_fOIJ	map data peertop system semant algorithm issu	kementsietsidis arenas miller	"sigmod conference,"	2003	45282
conf/sigmod/StoltePAG03	scientif data repositori design move target	stolte praun alonso gross	sigmod conference	2003	359
9WTNlminW6AJ	scientif data repositori design move target	stolte praun alonso gross	"sigmod conference,"	2003	5547
conf/sigmod/GuptaS03	stream process xpath queri predic	gupta suciu	sigmod conference	2003	361
6ditJPVnXAQJ	stream process xpath queri predic	gupta suciu	"sigmod conference,"	2003	35223
conf/sigmod/MaddenFHH03	design acquisit queri processor sensor network	madden franklin hellerstein hong	sigmod conference	2003	368
qz24tfFNHuoJ	design acquisit queri processor sensor network	madden franklin hellerstein hong	"sigmod conference,"	2003	21321
journals/sigmod/BertinoEH01	qualiti servic multimedia digit librari	bertino elmagarmid hacid	sigmod record	2001	370
Rba70P6SqQYJ	qualiti servic multimedia digit librari	bertino elmagarmid hacid	"sigmod record,"	2001	33915
journals/sigmod/FengJH01	toward knowledgebas digit librari	feng jeusfeld hoppenbrouwers	sigmod record	2001	372
SUT-QTwqFNkJ	toward knowledgebas digit librari	feng jeusfeld hoppenbrouwers	"sigmod record,"	2001	57526
conf/sigmod/Dyreson03	tempor coalesc granular incomplet inform	dyreson	sigmod conference	2003	373
l7KC1qG6OGEJ	tempor coalesc granular incomplet inform	dyreson	"sigmod conference,"	2003	1430
conf/sigmod/ZhuS03	warp index envelop transform queri hum	zhu shasha	sigmod conference	2003	376
hIGjgc6mx0cJ	warp index envelop transform queri hum	zhu shasha	"sigmod conference,"	2003	11354
conf/sigmod/MelnikRB03	rondo program platform gener model manag	melnik rahm bernstein	sigmod conference	2003	378
wfjeWtEY2NcJ	rondo program platform gener model manag	melnik rahm bernstein	"sigmod conference,"	2003	22343
conf/sigmod/KangN03	schema match opaqu column name data valu	kang naughton	sigmod conference	2003	379
ABztkd0E9lUJ	schema match opaqu column name data valu	kang naughton	"sigmod conference,"	2003	33713
journals/sigmod/Aggarwal01	redesign distanc function distancebas applic high dimension data	aggarwal	sigmod record	2001	380
